Have a suggestion? Please feel free to send us any ideas!|<p><span><span>If your question is not answered here and you would like to suggest it then pleasecontact us by filling the &ldquo;<strong>Contact Us</strong>&rdquo; form using the &ldquo;<strong>Contact</strong>&rdquo; link available in the footer of our site. Let us know your problem and we will try to fix it as soon as possible!</span><br></span></p>|Store|Technical
What are cookies? How are they used on this site?|<p>Cookies are small pieces of information that are stored by your browser on your computer&rsquo;s hard drive. They contain no recognisable Personal Information of your. We use them to identify you as you travel around our site and to provide site usage information, which will further help us improve and develop the site and services we offer. We advise you not to use cookies if your computer is shared by other people. You can accept all cookies, reject all cookies, or modify your browser to alert you of any new cookies. Cookies also protect the integrity of registered passwords and limit access to 'paid for' services.</p>|Store|Technical
Are credit / debit card transactions safe on your site?|<p>At our site, the security of your transactions and personal information is our priority. Because Internet security is so important to us and our customers, we do not hold any of your credit / debit card details anywhere on our website. They are simply passed securely to our payments processor for authorisation by your bank. We will never ask for your site account password or your bank account details by email. We will never ask for your credit / debit card four-digit security PIN under any circumstances.</p>|Store|Technical
What Payment methods do you accept?|<p><span>We accept payment using the following credit or debit cards: <strong>VISA, VISA Delta, VISA Electron, MasterCard, Maestro and Solo</strong>.We also accept payment through Paypal. Important information: For your security and to avoid any fraudulent transactions, your billing name and address must match that of the credit card used for payment. We reserve the right to cancel any order that does not match these criteria.</span></p>|Store|Technical
What should I do if I haven’t received all the items I ordered?|<p><span>Please check your order as soon as you receive it. All the items in the box should match the items listed on the despatch note. If there is an item missing, please contact us by filling the &ldquo;<strong>Contact Us</strong>&rdquo; form using the &ldquo;<strong>Contact</strong>&rdquo; link available in the footer of our site. Please quote your order number.</span></p>|Store|Delivery
What do I do if my order does not arrive?|<p><span>We always try to ensure that your goods are delivered on time however, sometimes it is delayed by factors beyond our control.</span><br><span>If you require any assistance please contact us by filling the &ldquo;<strong>Contact Us</strong>&rdquo; form using the &ldquo;<strong>Contact</strong>&rdquo; link available in the footer of our site.</span></p>|Store|Delivery
Can my order be canceled?|<p><span>Your orders or parts of an order can be cancelled by our system for various reasons. Some reasons are:</span><br><span>- Item(s) not available;</span><br><span>- Difficulty in processing payment information;</span><br><span>- Cannot deliver to address provided; or</span><br><span>- Duplicate order was placed</span><br><br><span>If your order is cancelled, please contact our customer services team with your order number by filling the &ldquo;<strong>Contact Us</strong>&rdquo; form using the &ldquo;<strong>Contact</strong>&rdquo; link available in the footer of our site.</span></p>|Store|Ordering
Can I view all my previous orders?|<p><span>Yes, under &ldquo;<strong>My Store Account</strong>&rdquo; section of your Store navigation click on &ldquo;<strong>My Orders</strong>&rdquo;. Here you can view the order number, date raised, and the delivery address, total of the order, the status. On clicking &ldquo;<strong>View Order</strong>&rdquo; you can see a full summary of the specific order selected and you can also print your order from this screen. You can also reorder any order by clicking on &ldquo;<strong>Reorder</strong>&rdquo; link.</span></p>|Store|Ordering
I am having problem entering promotional codes?|<p><span>If you are unsure on how to implement any discount codes or do not understand any promotional offers, please do not hesitate to contact us by filling the &ldquo;<strong>Contact Us</strong>&rdquo; form using the &ldquo;<strong>Contact</strong>&rdquo; link available in the footer of our site. Let us know your problem and we will try to fix it as soon as possible.</span></p>|Store|Ordering
How do I place an order?|<p><span>Placing an order on our website is easy. Once you have found the item, click &ldquo;<strong>Add to Cart</strong>&rdquo; &ndash; and your item will then be added to your &ldquo;<strong>Cart</strong>&rdquo;. You can find &ldquo;<strong>My Cart</strong>&rdquo; in the Store navigation, and &ldquo;<strong>Checkout</strong>&rdquo; link in the top-most header navigation menu. Once you have finished shopping, just click on &ldquo;<strong>Proceed to Checkout</strong>&rdquo; in cart to checkout.</span></p>|Store|Ordering
